source,price,beds,baths,sqft,neighborhood,days_ago,is_stale,link,title,image_url,image_urls,region,fair_value,pct_under,score,freshness_boost,final_score,rank
Craigslist,2100,1,0.0,,Niagara,5,False,https://www.craigslist.org/view/d/toronto-bedroom-bathroom-garrison-condos/fUWHdDZCmmx3fFH2Ahnn6X,"1 Bedroom, 1 Bathroom - Garrison Condos",,[],West End,2400.0,12.5,0.16826923076923075,0.15,0.31826923076923075,49.0
Kijiji,1200,0,0.0,1000.0,Lansing-Westgate,5,False,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/apartment-for-rent/1740200135,apartment for rent,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/7b/7bc0dafc-0bc1-4f36-b097-36ca6762f027?rule=kijijica-200-jpg,"['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/7b/7bc0dafc-0bc1-4f36-b097-36ca6762f027?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/dd/ddd6e040-a3be-4e10-b5ac-164ccf2c8097?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/c3/c34c1341-d0e9-48da-a952-3413dc68b433?rule=kijijica-200-jpg']",Downtown,1366.6666666666667,12.195121951219518,0.16416510318949348,0.15,0.3141651031894935,50.0
Kijiji,1500,0,0.0,283.0,Agincourt North,5,False,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-bachelor-king-and-jameson-id-2170/1740239383,"Renovated bachelor, King and Jameson - ID 2170",https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/31/317ddba3-67bc-4793-91bc-abf9fdc6e024?rule=kijijica-200-jpg,"['https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/31/317ddba3-67bc-4793-91bc-abf9fdc6e024?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/90/90126ab2-4298-41ea-b953-80f60e9437d5?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/59/594fd7bd-3bb1-44f6-96d3-1f1cb8ec02ac?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/81/81f3b0e0-0ffb-47e4-9eba-1938389cbe43?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/d0/d097ae3e-d4a6-48d7-837d-7dc3fd18c305?rule=kijijica-200-jpg']",Scarborough,1700.5263157894738,11.792014856081712,0.15873866152417687,0.15,0.30873866152417684,51.0
Craigslist,2500,1,0.0,,Entertainment District/Harbourfront,5,False,https://www.craigslist.org/view/d/toronto-bedroom-bathroom-harbour-view/av2WLsJkMka5WG6joLZaLY,"1 Bedroom, 1 Bathroom - Harbour View Estates",,[],Downtown,2833.3333333333335,11.764705882352947,0.15837104072398198,0.15,0.30837104072398197,52.0
Craigslist,1750,1,0.0,,city of toronto,5,False,https://www.craigslist.org/view/d/toronto-bedroom/efTpENRn3QuZV4ZdftPGwc,1 Bedroom,,[],Downtown,1975.0,11.39240506329114,0.15335929892891917,0.15,0.30335929892891916,53.0
Kijiji,2350,2,0.0,1000.0,Agincourt North,5,False,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/apartment-for-rent/1739857942,Apartment for rent!!,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/bd/bdd7e596-e27b-46b3-9ef7-199a76daef08?rule=kijijica-200-jpg,"['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/bd/bdd7e596-e27b-46b3-9ef7-199a76daef08?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/ff/ff81e8d9-3473-4872-9643-acf5db0da014?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/0c/0cbd3ef0-3191-43c4-a9fe-4c8c4377f85a?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/2f/2fec0815-1431-4ad8-9eae-1b266a95a2b4?rule=kijijica-200-jpg']",Scarborough,2650.95,11.352533997246264,0.15282257303985353,0.15,0.3028225730398535,54.0
Craigslist,1995,2,0.0,,city of toronto,5,False,https://www.craigslist.org/view/d/york-amazing-renovated-bedroom/qU3PdKa4JfiF5DB1dxcowX,Amazing Renovated 2 Bedroom Apartment for Rent in Toronto,,[],Downtown,2247.5,11.234705228031146,0.1512364165311885,0.15,0.3012364165311885,55.0
Kijiji,2500,3,0.0,1100.0,Lansing-Westgate,5,False,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/apartment-for-rent/1740310607,Apartment for rent,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/d7/d71802e1-b9d3-451a-b4ba-91ab3bd9f5d5?rule=kijijica-200-jpg,"['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/d7/d71802e1-b9d3-451a-b4ba-91ab3bd9f5d5?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/79/79fcb213-e11f-4a32-a835-eae40d290a6e?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/b6/b60c91b2-6138-4fe7-88c5-329672b01d0e?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/0e/0ef9b274-a4c8-49a0-bf81-467ac282e92d?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/a7/a7496a27-91aa-4b37-9a2c-63822a31615b?rule=kijijica-200-jpg']",Downtown,2800.0,10.714285714285714,0.14423076923076922,0.15,0.2942307692307692,56.0
Kijiji,1680,1,0.0,656.0,Agincourt North,5,False,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/apartment-for-rent/1740186821,Apartment for rent,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/72/722d571a-522a-4b5e-b8c2-0ad023b1bdce?rule=kijijica-200-jpg,"['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/72/722d571a-522a-4b5e-b8c2-0ad023b1bdce?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/f8/f86bfd0a-f128-4e02-8e94-c3c897c329b5?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/ab/ab8d1c1b-fb0a-405c-abb5-ca3f53cfee1b?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/69/6914081e-0430-4972-aa1c-9e7d6c72d45f?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/89/89fba5d3-33c1-415c-b4db-7287e504c518?rule=kijijica-200-jpg']",Scarborough,1876.7826086956522,10.48510401705046,0.14114563099875618,0.15,0.2911456309987562,57.0
Kijiji,2395,2,0.0,,Agincourt North,5,False,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-apartment-for-rent/1724649329,2 BEDROOM APARTMENT FOR RENT,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/11/1181ad72-1036-4cd5-bfda-0126740c3108?rule=kijijica-200-jpg,"['https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/11/1181ad72-1036-4cd5-bfda-0126740c3108?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/13/13ffcc25-8962-4be9-8878-fcb73846b6c8?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/b6/b66f6d55-426a-4936-b877-d48132c4e288?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/99/99b6ea84-070d-41e9-a701-479a82cbeda0?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/fc/fcff4972-8e94-43ce-b060-32f73c626026?rule=kijijica-200-jpg']",Scarborough,2650.95,9.655029329108427,0.12997154866107496,0.15,0.279971548661075,58.0
Kijiji,2395,2,0.0,,Agincourt North,5,False,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-apartment-for-rent/1738247462,2 BEDROOM APARTMENT FOR RENT,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/c8/c8ab3d3a-580c-4f31-8abf-29abe2d2527a?rule=kijijica-200-jpg,"['https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/c8/c8ab3d3a-580c-4f31-8abf-29abe2d2527a?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/a0/a001052b-ce69-4110-b30e-14e5bb62cf3f?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/08/08ccc7b9-d104-452e-b183-43515808e386?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/82/82716ec4-5bc4-4325-9041-503b67a463e3?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/48/48629de3-1af0-439b-9ed0-a1f3dce197d1?rule=kijijica-200-jpg']",Scarborough,2650.95,9.655029329108427,0.12997154866107496,0.15,0.279971548661075,59.0
Kijiji,2395,2,0.0,,Agincourt North,5,False,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-apartment-for-rent/1687944850,2 BEDROOM APARTMENT FOR RENT,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/54/54f8c6ac-41ba-410b-9c99-098a739691fe?rule=kijijica-200-jpg,"['https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/54/54f8c6ac-41ba-410b-9c99-098a739691fe?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/93/9389402a-5764-47fd-8a51-0a2b260064e9?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/84/8464808e-c613-4ae9-a56b-75cc7015cde0?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/47/473acd73-a3b8-4b7e-b178-2e8711b48426?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/6a/6afb4d3e-1ded-48d8-a34f-1addbbb1ae61?rule=kijijica-200-jpg']",Scarborough,2650.95,9.655029329108427,0.12997154866107496,0.15,0.279971548661075,60.0
Craigslist,2150,1,0.0,,Church-Yonge Corridor,5,False,https://www.craigslist.org/view/d/toronto-yonge-bloor-bedroom-bachelor/ciUFvvuoKXu5F3JsMVveDP,Yonge & Bloor 1 Bedroom & Bachelor Apartments | Utilities Included + F,,[],Downtown,2375.0,9.473684210526317,0.12753036437246965,0.15,0.27753036437246964,61.0
Kijiji,2150,2,0.0,700.0,Lansing-Westgate,5,False,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/two-bedroom-apartment-for-rent/1740351595,Two Bedroom Apartment for Rent,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/00/00d621ce-1179-4139-982c-f1aa0bc988b7?rule=kijijica-200-jpg,"['https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/00/00d621ce-1179-4139-982c-f1aa0bc988b7?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/6e/6e0f9fce-7324-4cde-9461-8eb3df433b31?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/58/58815f83-d537-4477-a0d3-8fbcf9c1da71?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/9c/9c105de2-e216-4e80-b3c6-7553e6fa6eea?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/d0/d051f452-53a9-4e20-a9e9-602dd5e86de8?rule=kijijica-200-jpg']",Downtown,2366.6666666666665,9.154929577464783,0.12323943661971822,0.15,0.2732394366197182,62.0
Craigslist,2250,2,0.0,,mississauga,5,False,https://www.craigslist.org/view/d/mississauga-brand-new-never-lived-in/rWMAuVAuMgy2mxNiFoG2VH,"Brand new, never lived in! Spacious 2 Bed with 1 Parking Square One",,[],,2475.0,9.090909090909092,0.12237762237762238,0.15,0.27237762237762236,63.0
Kijiji,1550,0,0.0,280.0,Agincourt North,5,False,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-studio-id-3845/1737553571,renovated studio - ID 3845,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/37/37fd6cd6-0973-423b-8c82-a8222e989046?rule=kijijica-200-jpg,"['https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/37/37fd6cd6-0973-423b-8c82-a8222e989046?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/dc/dcc47ebb-cc31-4e7f-9a0b-d1e0915c0074?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/95/95396613-8a53-4f23-b625-3ebf80cee3ab?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/c3/c313c252-94d2-4706-a362-b383bdac871e?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/bf/bf526471-0226-4328-882c-8ed657d5ff1f?rule=kijijica-200-jpg']",Scarborough,1700.5263157894738,8.85174868461777,0.11915815536985458,0.15,0.26915815536985455,64.0
Craigslist,2000,1,0.0,,Toronto,5,False,https://www.craigslist.org/view/d/toronto-bedroom-condo-is-at-609/pK2qGk7uRefUSz7PRbvre5,"1 Bedroom Condo is at 609 Sherbourne, Move in Now!!!",,[],Downtown,2180.769230769231,8.289241622574965,0.11158594491927835,0.15,0.26158594491927833,65.0
Craigslist,2450,2,0.0,,Agincourt North,5,False,https://www.craigslist.org/view/d/york-36-yore-rd-main-2bed-1bath-parking/6VFWx5LvvniKXHtm5Mkr5V,"36 YORE RD., MAIN - 2BED/1BATH, PARKING, LAUNDRY, PRIVATE DECK",,[],Scarborough,2650.95,7.580301401384403,0.10204251886479003,0.15,0.25204251886479,66.0
Craigslist,2250,0,0.0,,Clanton Park,5,False,https://www.craigslist.org/view/d/north-york-luxury-one-bedroomden-unit/8Ran4AV8KivvtWJ17uMDhN,Luxury One Bedroom+Den Unit At Southside Condo. Walk to Subway,,[],North York,2433.3333333333335,7.534246575342471,0.1014225500526871,0.15,0.2514225500526871,67.0
Kijiji,1580,0,0.0,,Agincourt North,5,False,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/huntley-apartments-bachelor-available-at-77-huntley-street-to/1708207600,"Huntley Apartments - Bachelor available at 77 Huntley Street, To",https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/94/9440ba9f-ca24-4bce-a73f-76af6f611934?rule=kijijica-200-jpg,"['https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/94/9440ba9f-ca24-4bce-a73f-76af6f611934?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/15/15659a9d-06ab-426a-bbcb-71fd2f8eca96?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/40/4041e5fd-bd24-46e3-b3c2-9f600fc3f2c4?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/88/88c9c3bd-cc20-4bcb-b750-52942f08de73?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/9b/9bfd4e26-e66d-4739-ad69-b18d2ed5e25b?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/a6/a68912e5-c8b2-44f6-a0da-4ba750a78480?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/83/83fc5214-f49d-431c-8aac-78bbc338fb17?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/f8/f8417450-904d-4069-a873-b68cf51b03c6?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/c2/c295f1dd-9a85-4aef-b954-254dfdbc75de?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/9d/9dfff4fb-284a-4e38-a543-0c083708fc59?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/25/25a477e9-41cd-451b-bf1a-cea4513012ea?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/60/60acc3dc-8f39-4c23-8777-251359fc9607?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/3e/3e1ea437-6b5e-4f23-8073-aca169bbd4ec?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/3b/3bcc3f41-d245-41bf-b8c4-e5e7ab4887dc?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/ce/ce40d498-3ae2-49dc-beb5-d015b8f073e5?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/52/52acd11a-cdcc-4fc3-a763-dc66eba3bb54?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/76/76d03f5a-b126-4a70-858d-86c91c0fa83b?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/24/243c3f1b-b6fe-4442-a32c-42769f1f931f?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/77/778fb284-6367-46c5-a879-df8b40157ca4?rule=kijijica-200-jpg']",Scarborough,1700.5263157894738,7.087588981739404,0.0954098516772612,0.15,0.2454098516772612,68.0
Kijiji,1750,1,0.0,680.0,Agincourt North,5,False,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/chatsworth-apartments-1-bedroom-available-at-2928-yonge-street/1729722694,Chatsworth Apartments - 1 Bedroom available at 2928 Yonge Street,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/e0/e0b9d1a6-3ef6-4f9b-be4b-520afdbefde9?rule=kijijica-200-jpg,"['https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/e0/e0b9d1a6-3ef6-4f9b-be4b-520afdbefde9?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/6a/6afa7cbb-7d94-4ac6-9e68-8c971a788178?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/9f/9f0524ea-8145-4438-b380-7bc4660f75eb?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/e8/e8523a8d-f85d-4142-a90b-1bc46dd1a1da?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/8f/8f1c4182-cfd7-4d71-b089-953c805ab40c?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/41/41f95323-2183-4722-9f33-8e6babe66916?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/8b/8b4fe76d-065d-4e19-8b6f-5785a0576180?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/eb/ebbadeb2-5309-43ec-a4e9-557fd25db581?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/76/76038876-860c-4328-aaad-ab1e2eb3ef6b?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/4f/4fb39c24-505f-4917-92e6-112ddf928dbb?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/81/8128f1ae-50ab-47ae-bc35-e2eda0c9eaf0?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/e1/e100d623-f764-4796-88ac-83d33b44a712?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/dd/ddad7fa0-c8da-4e0e-b88a-e2317a975aed?rule=kijijica-200-jpg']",Scarborough,1876.7826086956522,6.755316684427562,0.0909369553672941,0.15,0.2409369553672941,69.0
Kijiji,1750,1,0.0,503.0,Agincourt North,5,False,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-one-bedroom-church-and-wellesley-id-2479/1738914477,"renovated one bedroom, Church and Wellesley - ID 2479",https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/a7/a7748eec-f510-4096-b0b8-17a1953317bf?rule=kijijica-200-jpg,"['https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/a7/a7748eec-f510-4096-b0b8-17a1953317bf?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/93/93f24b4b-6461-40f0-9ab5-3124a4d80880?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/f2/f2f70ef4-8554-4717-b02e-4fac04091d57?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/d5/d573e6f3-bc64-4465-80f5-ff4dd0f87ad8?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/3e/3ec81356-eaf7-436b-9053-d8c244afdfde?rule=kijijica-200-jpg']",Scarborough,1876.7826086956522,6.755316684427562,0.0909369553672941,0.15,0.2409369553672941,70.0
Craigslist,3450,2,0.0,,Bay Street Corridor,5,False,https://www.craigslist.org/view/d/toronto-college-park-ii-furnished/c1E1uxMcMUP1jPd182ZWZW,COLLEGE PARK II: FURNISHED 2 Bedroom + Den Condo For Rent w/ Parking,,[],Downtown,3699.285714285714,6.738752654952691,0.09071397804744007,0.15,0.24071397804744005,71.0
Craigslist,3450,2,0.0,,Bay Street Corridor,5,False,https://www.craigslist.org/view/d/toronto-college-park-ii-large-bedroom/2QBHDoWrd7LGvnzixVLFfs,COLLEGE PARK II: Large 2 Bedroom + Den Condo For Rent w/ Parking,,[],Downtown,3699.285714285714,6.738752654952691,0.09071397804744007,0.15,0.24071397804744005,72.0
Kijiji,1595,0,0.0,360.0,Agincourt North,5,False,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bachelor-apartment-broadview-and-cosburn-id-1995/1738889222,"Bachelor apartment, Broadview and Cosburn - ID 1995",https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/4b/4bf4731c-7d2f-429a-8ea8-84b5a5594bf4?rule=kijijica-200-jpg,"['https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/4b/4bf4731c-7d2f-429a-8ea8-84b5a5594bf4?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/8b/8baec0db-c5de-4941-b8ad-3e1eb98f1fc2?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/14/1446705d-bda3-4762-8522-8b6846f70bff?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/1b/1b0f2af7-414c-4505-9e3f-659041ec9bd1?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/6d/6d0d1c23-b41c-49df-8711-c0279546cc0d?rule=kijijica-200-jpg']",Scarborough,1700.5263157894738,6.2055091303002206,0.0835356998309645,0.15,0.2335356998309645,73.0
Kijiji,1600,0,0.0,,Agincourt North,5,False,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-apartment-to-rent/1740332885,1 Bedroom Apartment to rent,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/56/56398e75-8941-43d4-8721-a143d69f2313?rule=kijijica-200-jpg,"['https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/56/56398e75-8941-43d4-8721-a143d69f2313?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/64/641781ab-4517-49d8-a282-132b0373941d?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/c2/c22ed9e5-caff-426f-800b-dd2ae2b53536?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/c9/c9a12880-0693-456d-8b40-6db22d8d299b?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/6f/6f0ca9e4-f50b-4698-91ee-8599cdbc9bfa?rule=kijijica-200-jpg']",Scarborough,1700.5263157894738,5.9114825131538264,0.07957764921553227,0.15,0.22957764921553225,74.0
Kijiji,1600,0,0.0,297.0,Agincourt North,5,False,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-bachelor-id-2089/1738914476,renovated bachelor - ID 2089,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/69/69a251e9-9156-47b5-9f41-33a466c25ec1?rule=kijijica-200-jpg,"['https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/69/69a251e9-9156-47b5-9f41-33a466c25ec1?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/f6/f6759b2e-dd89-436f-8ad6-23988e2a1e5a?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/0a/0a995d14-c760-4c96-8f40-3d08662a101c?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/91/9146ee7d-ece0-4833-a998-d52195492fca?rule=kijijica-200-jpg', 'https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/84/84205035-7fd1-472b-95a6-3e1f58d85625?rule=kijijica-200-jpg']",Scarborough,1700.5263157894738,5.9114825131538264,0.07957764921553227,0.15,0.22957764921553225,75.0
